DULICA	ULICA	PSC	DPOSTA	POSTA	POZNAMKA	OBCE
Priehradka	Priehradka	036 01	Martin 1	Martin 1		Martin
Priehradná	Priehradná	038 61	Vrútky	Vrútky		Martin
Priekopská	Priekopská	038 61	Vrútky	Vrútky		Martin
Prieložtek	Prieložtek	036 01	Martin 1	Martin 1		Martin
Priemyselná	Priemyselná	036 01	Martin 1	Martin 1		Martin
Puškinova	Puškinova	036 01	Martin 1	Martin 1		Martin
R.Viesta	R.Viesta	036 01	Martin 1	Martin 1		Martin
Rastislavova	Rastislavova	036 01	Martin 1	Martin 1		Martin
Rázusova	Rázusova	036 01	Martin 1	Martin 1		Martin
Riadok	Riadok	036 01	Martin 1	Martin 1		Martin
Riečiny	Riečiny	036 01	Martin 1	Martin 1		Martin
Robotnícka	Robotnícka	036 01	Martin 1	Martin 1		Martin
Rumunskej arm.	Rumunskej arm.	036 01	Martin 1	Martin 1		Martin
Ruppeldtova	Ruppeldtova	036 01	Martin 1	Martin 1		Martin
Rybárska	Rybárska	036 01	Martin 1	Martin 1		Martin
S.Bibzu	S.Bibzu	036 01	Martin 1	Martin 1		Martin
S.Chalupku	S.Chalupku	036 01	Martin 1	Martin 1		Martin
Sadová	Sadová	036 01	Martin 1	Martin 1		Martin
Sasinkova	Sasinkova	036 01	Martin 1	Martin 1		Martin
Severná	Severná	036 01	Martin 1	Martin 1		Martin
Schmidtova	Schmidtova	036 01	Martin 1	Martin 1		Martin
Siľava	Siľava	036 01	Martin 1	Martin 1		Martin
Sklabinská	Sklabinská	036 01	Martin 1	Martin 1		Martin
Sládkovičova	Sládkovičova	036 01	Martin 1	Martin 1		Martin
Slnečná	Slnečná	036 01	Martin 1	Martin 1		Martin
Slovanská	Slovanská	036 01	Martin 1	Martin 1		Martin
Smetanova	Smetanova	038 61	Vrútky	Vrútky		Martin
Smrekova	Smrekova	038 61	Vrútky	Vrútky		Martin
Stavbárska	Stavbárska	036 01	Martin 1	Martin 1		Martin
Sučianska	Sučianska	038 61	Vrútky	Vrútky		Martin
Sucháčkova	Sucháčkova	036 01	Martin 1	Martin 1		Martin
Svätoplukova	Svätoplukova	036 01	Martin 1	Martin 1		Martin
Š.B.Romana	Š.B.Romana	036 01	Martin 1	Martin 1		Martin
Š.Furdeka	Š.Furdeka	036 01	Martin 1	Martin 1		Martin
Š.Kunu	Š.Kunu	036 01	Martin 1	Martin 1		Martin
Š.Náhalku	Š.Náhalku	036 01	Martin 1	Martin 1		Martin
Ševčenkova	Ševčenkova	036 01	Martin 1	Martin 1		Martin
Školská	Školská	036 01	Martin 1	Martin 1		Martin
Škultétyho	Škultétyho	036 01	Martin 1	Martin 1		Martin
Šmidkeho	Šmidkeho	036 01	Martin 1	Martin 1		Martin
Šoltésovej	Šoltésovej	036 01	Martin 1	Martin 1		Martin
Štefanovičova	Štefanovičova	036 01	Martin 1	Martin 1		Martin
Štepnická	Štepnická	036 01	Martin 1	Martin 1		Martin
Štúrovo nám.	Štúrovo nám.	036 01	Martin 1	Martin 1		Martin
Štvrť Čajkovského	Štvrť Čajkovského	038 61	Vrútky	Vrútky		Martin
T. Vansovej	T. Vansovej	036 01	Martin 1	Martin 1		Martin
Tajovského	Tajovského	036 01	Martin 1	Martin 1		Martin
Tehelná	Tehelná	036 01	Martin 1	Martin 1		Martin
Thurzova	Thurzova	036 01	Martin 1	Martin 1		Martin
Timravy	Timravy	036 01	Martin 1	Martin 1		Martin
Tolstého	Tolstého	036 01	Martin 1	Martin 1		Martin
Tomášikova	Tomášikova	036 01	Martin 1	Martin 1		Martin
Tomčany	Tomčany	036 01	Martin 1	Martin 1		Martin
Tomčányiovská	Tomčányiovská	036 01	Martin 1	Martin 1		Martin
Tomčianska cesta	Tomčianska cesta	036 01	Martin 1	Martin 1		Martin
Tulská	Tulská	036 01	Martin 1	Martin 1		Martin
Turč.dobrovoľ.	Turč.dobrovoľ.	036 01	Martin 1	Martin 1		Martin
Uzlovská	Uzlovská	038 61	Vrútky	Vrútky		Martin
V ulici	V ulici	038 61	Vrútky	Vrútky		Martin
V. P. Tótha	V. P. Tótha	036 01	Martin 1	Martin 1		Martin
V.Šípoša	V.Šípoša	036 01	Martin 1	Martin 1		Martin
V.Žingora	V.Žingora	036 01	Martin 1	Martin 1		Martin
Včelárska paseka	Včelárska paseka	036 01	Martin 1	Martin 1		Martin
Veterná	Veterná	036 01	Martin 1	Martin 1		Martin
Volgogradská	Volgogradská	038 61	Vrútky	Vrútky		Martin
Východná	Východná	036 01	Martin 1	Martin 1		Martin
Wolkrova	Wolkrova	036 01	Martin 1	Martin 1		Martin
Za Jordánom	Za Jordánom	038 61	Vrútky	Vrútky		Martin
Záborského	Záborského	036 01	Martin 1	Martin 1		Martin
Zámocká	Zámocká	036 01	Martin 1	Martin 1		Martin
Záturčianska	Záturčianska	036 01	Martin 1	Martin 1		Martin
Záturecká	Záturecká	036 01	Martin 1	Martin 1		Martin
Zelená	Zelená	038 61	Vrútky	Vrútky		Martin
Zvolenská	Zvolenská	036 01	Martin 1	Martin 1		Martin
1. mája	1. mája	907 01	Myjava 1	Myjava 1		Myjava
8. apríla	8. apríla	907 01	Myjava 1	Myjava 1		Myjava
Bednárova	Bednárova	907 01	Myjava 1	Myjava 1		Myjava
Bodnárova	Bodnárova	907 01	Myjava 1	Myjava 1		Myjava
Bradáčova	Bradáčova	907 01	Myjava 1	Myjava 1		Myjava
Brezovská	Brezovská	907 01	Myjava 1	Myjava 1		Myjava
Brunov	Brunov	907 01	Myjava 1	Myjava 1		Myjava
Buchlovská	Buchlovská	907 01	Myjava 1	Myjava 1		Myjava
Cibulkova	Cibulkova	907 03	Myjava 3	Myjava 3		Myjava
Československej armády	ČSA	907 01	Myjava 1	Myjava 1		Myjava
Diely	Diely	907 03	Myjava 3	Myjava 3		Myjava
Dolná štvrť	Dolná štvrť	907 01	Myjava 1	Myjava 1		Myjava
Dubravčíkov vŕšok	Dubravčíkov vŕšok	907 01	Myjava 1	Myjava 1		Myjava
Duklianska	Duklianska	907 01	Myjava 1	Myjava 1		Myjava
Durišovia	Durišovia	907 03	Myjava 3	Myjava 3		Myjava
Gegelovská	Gegelovská	907 01	Myjava 1	Myjava 1		Myjava
generála Svobodu	gen. Svobodu	907 01	Myjava 1	Myjava 1		Myjava
Goláňova	Goláňova	907 01	Myjava 1	Myjava 1		Myjava
Gromovova	Gromovova	907 01	Myjava 1	Myjava 1		Myjava
Guzice	Guzice	907 01	Myjava 1	Myjava 1		Myjava
Hlinícka	Hlinícka	907 01	Myjava 1	Myjava 1		Myjava
Hoštáky	Hoštáky	907 01	Myjava 1	Myjava 1	ostatné čísla	Myjava
Hoštáky	Hoštáky	907 03	Myjava 3	Myjava 3	č. 350-392	Myjava
Hurbanova	Hurbanova	907 01	Myjava 1	Myjava 1		Myjava
Hviezdoslavova	Hviezdoslavova	907 01	Myjava 1	Myjava 1		Myjava
Chlebov vrch	Chlebov vrch	907 03	Myjava 3	Myjava 3		Myjava
Jablonská	Jablonská	907 01	Myjava 1	Myjava 1		Myjava
Janka Cádru	Janka Cádru	907 01	Myjava 1	Myjava 1		Myjava
Jánošíkova	Jánošíkova	907 01	Myjava 1	Myjava 1		Myjava
Jašovec	Jašovec	907 03	Myjava 3	Myjava 3		Myjava
Javorinská	Javorinská	907 01	Myjava 1	Myjava 1		Myjava
Kamenec	Kamenec	907 03	Myjava 3	Myjava 3		Myjava
Kamenné	Kamenné	907 01	Myjava 1	Myjava 1		Myjava
Karušova	Karušova	907 03	Myjava 3	Myjava 3		Myjava
Komenského	Komenského	907 01	Myjava 1	Myjava 1		Myjava
Kopánka	Kopánka	907 01	Myjava 1	Myjava 1		Myjava
Kopiská	Kopiská	907 03	Myjava 3	Myjava 3		Myjava
kpt. Miloša Uhra	kpt. Miloša Uhra	907 01	Myjava 1	Myjava 1		Myjava
Krajňanská	Krajňanská	907 01	Myjava 1	Myjava 1		Myjava
Krmanova	Krmanova	907 01	Myjava 1	Myjava 1		Myjava
Kržle	Kržle	907 01	Myjava 1	Myjava 1		Myjava
Kýčer	Kýčer	907 03	Myjava 3	Myjava 3		Myjava
Malejov	Malejov	907 03	Myjava 3	Myjava 3		Myjava
Michala Šimonoviča	Michala Šimonoviča	907 01	Myjava 1	Myjava 1		Myjava
Milana Marečka	M. Marečka	907 01	Myjava 1	Myjava 1		Myjava
Moravská	Moravská	907 01	Myjava 1	Myjava 1		Myjava
Nádražná	Nádražná	907 01	Myjava 1	Myjava 1		Myjava
Námestie M. R. Štefánika	Nám. M. R. Štefánika	907 01	Myjava 1	Myjava 1		Myjava
Novomestská	Novomestská	907 01	Myjava 1	Myjava 1		Myjava
Padelky	Padelky	907 03	Myjava 3	Myjava 3		Myjava
Pakanská	Pakanská	907 01	Myjava 1	Myjava 1		Myjava
Partizánska	Partizánska	907 01	Myjava 1	Myjava 1		Myjava
Pažického	Pažického	907 01	Myjava 1	Myjava 1		Myjava
Pažite	Pažite	907 01	Myjava 1	Myjava 1		Myjava
Petra Tvrdého	Petra Tvrdého	907 01	Myjava 1	Myjava 1		Myjava
Píly	Píly	907 03	Myjava 3	Myjava 3		Myjava
Pirte	Pirte	907 01	Myjava 1	Myjava 1		Myjava
Pod Barancom	Pod Barancom	907 01	Myjava 1	Myjava 1		Myjava
Pod vrchom	Pod vrchom	907 03	Myjava 3	Myjava 3		Myjava
Polákov vrch	Polákov vrch	907 03	Myjava 3	Myjava 3		Myjava
Poľana	Poľana	907 01	Myjava 1	Myjava 1		Myjava
Pri Lesíku	Pri Lesíku	907 01	Myjava 1	Myjava 1		Myjava
Prvej SNR	Prvej SNR	907 01	Myjava 1	Myjava 1		Myjava
Samka Dudíka	S. Dudíka	907 01	Myjava 1	Myjava 1		Myjava
Siváčkovia	Siváčkovia	907 01	Myjava 1	Myjava 1		Myjava
Sládkoviča	Sládkoviča	907 01	Myjava 1	Myjava 1		Myjava
SNP	SNP	907 01	Myjava 1	Myjava 1		Myjava
Staromyjavská	Staromyjavská	907 01	Myjava 1	Myjava 1		Myjava
Škola	Škola	907 03	Myjava 3	Myjava 3		Myjava
Štefčakovia	Štefčakovia	907 03	Myjava 3	Myjava 3		Myjava
Štemberk	Štemberk	907 01	Myjava 1	Myjava 1		Myjava
Štúrova	Štúrova	907 01	Myjava 1	Myjava 1		Myjava
Štverná	Štverná	907 03	Myjava 3	Myjava 3		Myjava
Tehelná	Tehelná	907 01	Myjava 1	Myjava 1		Myjava
Továrenská	Továrenská	907 01	Myjava 1	Myjava 1		Myjava
Trnovská	Trnovská	907 01	Myjava 1	Myjava 1		Myjava
Trokanova	Trokanova	907 01	Myjava 1	Myjava 1		Myjava
U Balážov	U Balážov	907 03	Myjava 3	Myjava 3		Myjava
U Bašnárov	U Bašnárov	907 03	Myjava 3	Myjava 3		Myjava
U Belanských	U Belanských	907 03	Myjava 3	Myjava 3		Myjava
U Bucalov	U Bucalov	907 01	Myjava 1	Myjava 1		Myjava
U Černákov	U Černákov	907 03	Myjava 3	Myjava 3		Myjava
U Duhákov	U Duhákov	907 03	Myjava 3	Myjava 3		Myjava
U Hôžďalov	U Hôžďalov	907 01	Myjava 1	Myjava 1		Myjava
U Humeníkov	U Humeníkov	907 01	Myjava 1	Myjava 1		Myjava
U Chorvátov	U Chorvátov	907 03	Myjava 3	Myjava 3		Myjava
U Jandíkov	U Jandíkov	907 03	Myjava 3	Myjava 3		Myjava
U Janusov	U Janusov	907 03	Myjava 3	Myjava 3		Myjava
U Jurčov	U Jurčov	907 03	Myjava 3	Myjava 3		Myjava
U Júríkov	U Júríkov	907 03	Myjava 3	Myjava 3		Myjava
U Klvačov	U Klvačov	907 03	Myjava 3	Myjava 3		Myjava
U Kozrlkov	U Kozelkov	907 01	Myjava 1	Myjava 1		Myjava
U Kožíkov	U Kožíkov	907 03	Myjava 3	Myjava 3		Myjava
U Krčkov	U Krčkov	907 03	Myjava 3	Myjava 3		Myjava
U Križkov	U Križkov	907 01	Myjava 1	Myjava 1		Myjava
U Kulíškov	U Kulíškov	907 01	Myjava 1	Myjava 1		Myjava
U Majtánov	U Majtánov	907 03	Myjava 3	Myjava 3		Myjava
U Mihálov	U Mihálov	907 01	Myjava 1	Myjava 1		Myjava
U Mizerákov	U Mizerákov	907 01	Myjava 1	Myjava 1		Myjava
U Omastov	U Omastov	907 03	Myjava 3	Myjava 3		Myjava
U Pagáčov	U Pagáčov	907 01	Myjava 1	Myjava 1		Myjava
U Pánikov	U Pánikov	907 01	Myjava 1	Myjava 1		Myjava
U Pekníkov	U Pekníkov	907 01	Myjava 1	Myjava 1		Myjava
U Petrášov	U Petrášov	907 01	Myjava 1	Myjava 1		Myjava
U Podzámských	U Podzámských	907 03	Myjava 3	Myjava 3		Myjava
U Rybkov	U Rybkov	907 03	Myjava 3	Myjava 3		Myjava
U Svítkov	U Svítkov	907 01	Myjava 1	Myjava 1		Myjava
U Šimkov	U Šimkov	907 03	Myjava 3	Myjava 3		Myjava
U Škanderov	U Škanderov	907 03	Myjava 3	Myjava 3		Myjava
U Škarítkov	U Škarítkov	907 03	Myjava 3	Myjava 3		Myjava
U Škodákov	U Škodákov	907 03	Myjava 3	Myjava 3		Myjava
U Ticháčkov	U Ticháčkov	907 01	Myjava 1	Myjava 1		Myjava
U Vachulov	U Vachulov	907 03	Myjava 3	Myjava 3		Myjava
U Vankov	U Vankov	907 03	Myjava 3	Myjava 3		Myjava
U Varsíkov - Líška	U Varsíkov - Líška	907 03	Myjava 3	Myjava 3		Myjava
U Vdoviakov	U Vdoviakov	907 01	Myjava 1	Myjava 1		Myjava
U Zemanov	U Zemanov	907 01	Myjava 1	Myjava 1		Myjava
U Zimov	U Zimov	907 03	Myjava 3	Myjava 3		Myjava
Uhliská	Uhliská	907 01	Myjava 1	Myjava 1		Myjava
Vajanského	Vajanského	907 01	Myjava 1	Myjava 1		Myjava
Viestova	Viestova	907 01	Myjava 1	Myjava 1		Myjava
Vrbovce	Vrbovce	907 03	Myjava 3	Myjava 3		Myjava
Vŕšok	Vŕšok	907 01	Myjava 1	Myjava 1		Myjava
Výhony	Výhony	907 01	Myjava 1	Myjava 1		Myjava
Záhradnícka	Záhradnícka	907 01	Myjava 1	Myjava 1		Myjava
Záhrady	Záhrady	907 03	Myjava 3	Myjava 3		Myjava
Závršky	Závršky	907 01	Myjava 1	Myjava 1		Myjava
Zory Lackovej	Zory Lackovej	907 01	Myjava 1	Myjava 1		Myjava
Zuzky Zgurišky	Zuzky Zgurišky	907 01	Myjava 1	Myjava 1		Myjava
Žaboškreky	Žaboškreky	907 01	Myjava 1	Myjava 1		Myjava
1. mája	1. mája	949 05	Nitra 5	Nitra 5		Nitra
7. pešieho pluku	7. pešieho pluku	949 01	Nitra 1	Nitra 1		Nitra
8. mája	8. mája	949 01	Nitra 1	Nitra 1		Nitra
A. Ďateľa	A. Ďateľa	949 07	Nitra 7	Nitra 7		Nitra
A. F. Langa	A. F. Langa	949 11	Nitra 11	Nitra 11		Nitra
A. Točíka	A. Točíka	949 11	Nitra 11	Nitra 11		Nitra
A. Žarnova	A. Žarnova	949 07	Nitra 7	Nitra 7		Nitra
Agátová	Agátová	949 01	Nitra 1	Nitra 1		Nitra
Akademická	Akademická	949 01	Nitra 1	Nitra 1		Nitra
Alexyho	Alexyho	949 11	Nitra 11	Nitra 11		Nitra
Ambrova	Ambrova	949 01	Nitra 1	Nitra 1		Nitra
Andreja Šulgana	Andreja Šulgana	949 01	Nitra 1	Nitra 1		Nitra
Astrova	Astrova	949 01	Nitra 1	Nitra 1		Nitra
Atlasova	Atlasova	949 01	Nitra 1	Nitra 1		Nitra
Azalková	Azalková	949 01	Nitra 1	Nitra 1		Nitra
B. Němcovej	B. Němcovej	949 01	Nitra 1	Nitra 1		Nitra
Bajkalská	Bajkalská	949 01	Nitra 1	Nitra 1		Nitra
Bajzova	Bajzova	949 01	Nitra 1	Nitra 1		Nitra
Baničova	Baničova	949 11	Nitra 11	Nitra 11		Nitra
Banská	Banská	949 01	Nitra 1	Nitra 1		Nitra
Bártfayho	Bártfayho	949 01	Nitra 1	Nitra 1		Nitra
Bartókova	Bartókova	949 01	Nitra 1	Nitra 1		Nitra
Bazovského	Bazovského	949 11	Nitra 11	Nitra 11		Nitra
Bažantia	Bažantia	949 01	Nitra 1	Nitra 1		Nitra
Beethovenova	Beethovenova	949 11	Nitra 11	Nitra 11		Nitra
Bellova	Bellova	949 11	Nitra 11	Nitra 11		Nitra
Belopotockého	Belopotockého	949 01	Nitra 1	Nitra 1		Nitra
Beniakova	Beniakova	949 01	Nitra 1	Nitra 1		Nitra
Benkova	Benkova	949 11	Nitra 11	Nitra 11		Nitra
Bernolákova	Bernolákova	949 01	Nitra 1	Nitra 1		Nitra
Biela	Biela	949 01	Nitra 1	Nitra 1		Nitra
Biovetská	Biovetská	949 05	Nitra 5	Nitra 5		Nitra
Biringerova	Biringerova	949 01	Nitra 1	Nitra 1		Nitra
Bita	Bita	949 05	Nitra 5	Nitra 5		Nitra
Bizetova	Bizetova	949 11	Nitra 11	Nitra 11		Nitra
Bočná	Bočná	949 05	Nitra 5	Nitra 5		Nitra
Bohúňova	Bohúňova	949 01	Nitra 1	Nitra 1		Nitra
Bojnická	Bojnická	949 01	Nitra 1	Nitra 1		Nitra
Bolečkova	Bolečkova	949 01	Nitra 1	Nitra 1		Nitra
Borodáčova	Borodáčova	949 11	Nitra 11	Nitra 11		Nitra
Borová	Borová	949 01	Nitra 1	Nitra 1		Nitra
Botanická	Botanická	949 01	Nitra 1	Nitra 1		Nitra
Bottova	Bottova	949 01	Nitra 1	Nitra 1		Nitra
Braneckého	Braneckého	949 01	Nitra 1	Nitra 1		Nitra
Bratislavská	Bratislavská	949 01	Nitra 1	Nitra 1		Nitra
Brestová	Brestová	949 01	Nitra 1	Nitra 1		Nitra
Brezová	Brezová	949 01	Nitra 1	Nitra 1		Nitra
Brezový háj	Brezový háj	949 01	Nitra 1	Nitra 1		Nitra
Brigádnická	Brigádnická	949 05	Nitra 5	Nitra 5		Nitra
Broskyňová	Broskyňová	949 01	Nitra 1	Nitra 1		Nitra
Buková	Buková	949 01	Nitra 1	Nitra 1		Nitra
Bulharská	Bulharská	949 01	Nitra 1	Nitra 1		Nitra
Burgundská	Burgundská	949 01	Nitra 1	Nitra 1		Nitra
Cabajská	Cabajská	949 01	Nitra 1	Nitra 1		Nitra
Cabanova	Cabanova	949 01	Nitra 1	Nitra 1		Nitra
Cintorínska	Cintorínska	949 01	Nitra 1	Nitra 1		Nitra
Cirmánska	Cirmánska	949 05	Nitra 5	Nitra 5		Nitra
Clementisova	Clementisova	949 01	Nitra 1	Nitra 1		Nitra
Coboriho	Coboriho	949 01	Nitra 1	Nitra 1		Nitra
Cyrilometodské námestie	Cyrilometodské námes	949 01	Nitra 1	Nitra 1		Nitra
Čajkovského	Čajkovského	949 11	Nitra 11	Nitra 11		Nitra
Čavojského	Čavojského	949 01	Nitra 1	Nitra 1		Nitra
Čermánske námestie	Čermánske námestie	949 01	Nitra 1	Nitra 1		Nitra
Černicová	Černicová	949 01	Nitra 1	Nitra 1		Nitra
Červeňova	Červeňova	949 01	Nitra 1	Nitra 1		Nitra
Česko-slovenskej armády	ČSA	949 01	Nitra 1	Nitra 1		Nitra
Čulenova	Čulenova	949 01	Nitra 1	Nitra 1		Nitra
Damborského	Damborského	949 01	Nitra 1	Nitra 1		Nitra
Dlhá	Dlhá	949 01	Nitra 1	Nitra 1	ostatné čísla	Nitra
Dlhá	Dlhá	949 07	Nitra 7	Nitra 7	nepár.č.123-175,185,91,97	Nitra
Dlhá	Dlhá	949 07	Nitra 7	Nitra 7	"pár.č.102-108,202,98;"	Nitra
Dobšinského	Dobšinského	949 01	Nitra 1	Nitra 1		Nitra
Doležalova	Doležalova	949 01	Nitra 1	Nitra 1		Nitra
Dolná	Dolná	949 07	Nitra 7	Nitra 7		Nitra
Dolné Hony	Dolné Hony	949 01	Nitra 1	Nitra 1		Nitra
Dolnočermánska	Dolnočermánska	949 01	Nitra 1	Nitra 1		Nitra
Dolnohorská	Dolnohorská	949 01	Nitra 1	Nitra 1		Nitra
Dolnozoborská	Dolnozoborská	949 01	Nitra 1	Nitra 1		Nitra
Dr. J. Budayho	Dr. J. Budayho	949 07	Nitra 7	Nitra 7		Nitra
Dražovská	Dražovská	949 01	Nitra 1	Nitra 1		Nitra
Drieňová	Drieňová	949 01	Nitra 1	Nitra 1		Nitra
Drozdí chodník	Drozdí chodník	949 01	Nitra 1	Nitra 1		Nitra
Družstevná	Družstevná	949 01	Nitra 1	Nitra 1		Nitra
Dubíkova	Dubíkova	949 01	Nitra 1	Nitra 1		Nitra
Dubová	Dubová	949 01	Nitra 1	Nitra 1		Nitra
Ďumbierska	Ďumbierska	949 01	Nitra 1	Nitra 1		Nitra
Dunajská	Dunajská	949 11	Nitra 11	Nitra 11		Nitra
Ďurčanského	Ďurčanského	949 01	Nitra 1	Nitra 1		Nitra
Ďurková	Ďurková	949 01	Nitra 1	Nitra 1		Nitra
Dvorčanska	Dvorčanska	949 05	Nitra 5	Nitra 5		Nitra
Dvorská	Dvorská	949 07	Nitra 7	Nitra 7		Nitra
Edisonova	Edisonova	949 11	Nitra 11	Nitra 11		Nitra
Elektrárenská	Elektrárenská	949 01	Nitra 1	Nitra 1		Nitra
Fabrická	Fabrická	949 01	Nitra 1	Nitra 1		Nitra
Fándlyho	Fándlyho	949 01	Nitra 1	Nitra 1		Nitra
Farská	Farská	949 01	Nitra 1	Nitra 1		Nitra
Fatranská	Fatranská	949 01	Nitra 1	Nitra 1		Nitra
Fialková	Fialková	949 01	Nitra 1	Nitra 1		Nitra
Fraňa Kráľa	Fraňa Kráľa	949 01	Nitra 1	Nitra 1		Nitra
Fraňa Mojtu	Fraňa Mojtu	949 01	Nitra 1	Nitra 1		Nitra
Furmanská	Furmanská	949 11	Nitra 11	Nitra 11		Nitra
Gaštanová	Gaštanová	949 01	Nitra 1	Nitra 1		Nitra
Gazdovská	Gazdovská	949 01	Nitra 1	Nitra 1		Nitra
Gemerská	Gemerská	949 01	Nitra 1	Nitra 1		Nitra
Gladiolová	Gladiolová	949 01	Nitra 1	Nitra 1		Nitra
Golianova	Golianova	949 01	Nitra 1	Nitra 1	ostatné čísla	Nitra
Golianova	Golianova	949 11	Nitra 11	Nitra 11	pár.č.44-66	Nitra
Golianovská	Golianovská	949 07	Nitra 7	Nitra 7		Nitra
Gorazdova	Gorazdova	949 01	Nitra 1	Nitra 1		Nitra
H. Meličkovej	H. Meličkovej	949 01	Nitra 1	Nitra 1		Nitra
Hájnická	Hájnická	949 01	Nitra 1	Nitra 1		Nitra
Hájska	Hájska	949 01	Nitra 1	Nitra 1		Nitra
Hamuljakova	Hamuljakova	949 01	Nitra 1	Nitra 1		Nitra
Hanácka	Hanácka	949 07	Nitra 7	Nitra 7		Nitra
Hanulova	Hanulova	949 01	Nitra 1	Nitra 1		Nitra
Hattalova	Hattalova	949 01	Nitra 1	Nitra 1		Nitra
Havrania	Havrania	949 01	Nitra 1	Nitra 1		Nitra
Hečkova	Hečkova	949 01	Nitra 1	Nitra 1		Nitra
Hirošimská	Hirošimská	949 01	Nitra 1	Nitra 1		Nitra
Hlavná	Hlavná	949 07	Nitra 7	Nitra 7		Nitra
Hlboká	Hlboká	949 01	Nitra 1	Nitra 1		Nitra
Hlohovecká	Hlohovecká	949 01	Nitra 1	Nitra 1		Nitra
Hlôhova	Hlôhova	949 01	Nitra 1	Nitra 1		Nitra
Hodálova	Hodálova	949 01	Nitra 1	Nitra 1		Nitra
Hodžova	Hodžova	949 01	Nitra 1	Nitra 1		Nitra
Hollého	Hollého	949 01	Nitra 1	Nitra 1		Nitra
Holotka	Holotka	949 05	Nitra 5	Nitra 5		Nitra
Holubyho	Holubyho	949 01	Nitra 1	Nitra 1		Nitra
Hontianska	Hontianska	949 01	Nitra 1	Nitra 1		Nitra
Horeckého	Horeckého	949 01	Nitra 1	Nitra 1		Nitra
Horná	Horná	949 01	Nitra 1	Nitra 1		Nitra
Hornočermánska	Hornočermánska	949 01	Nitra 1	Nitra 1		Nitra
Hornohorská	Hornohorská	949 01	Nitra 1	Nitra 1		Nitra
Hornostavská	Hornostavská	949 01	Nitra 1	Nitra 1		Nitra
Hornozoborská	Hornozoborská	949 01	Nitra 1	Nitra 1		Nitra
Horný Palánok	Horný Palánok	949 01	Nitra 1	Nitra 1		Nitra
Horská	Horská	949 01	Nitra 1	Nitra 1		Nitra
Hospodárska	Hospodárska	949 01	Nitra 1	Nitra 1		Nitra
Hozova	Hozova	949 01	Nitra 1	Nitra 1		Nitra
Hrabova	Hrabova	949 01	Nitra 1	Nitra 1		Nitra
Hradná	Hradná	949 01	Nitra 1	Nitra 1		Nitra
Hradné námestie	Hradné nám.	949 01	Nitra 1	Nitra 1		Nitra
Hraničná	Hraničná	949 01	Nitra 1	Nitra 1		Nitra
Hroznová	Hroznová	949 01	Nitra 1	Nitra 1		Nitra
Hurbanova	Hurbanova	949 01	Nitra 1	Nitra 1		Nitra
Hviezdna	Hviezdna	949 01	Nitra 1	Nitra 1		Nitra
Hviezdoslavova trieda	Hviezdoslavova tr.	949 01	Nitra 1	Nitra 1	ostatné čísla	Nitra
Hviezdoslavova trieda	Hviezdoslavova tr.	949 11	Nitra 11	Nitra 11	14,16,18	Nitra
Hydinárska	Hydinárska	949 01	Nitra 1	Nitra 1		Nitra
Chalupkova	Chalupkova	949 01	Nitra 1	Nitra 1		Nitra
Chatárska	Chatárska	949 01	Nitra 1	Nitra 1		Nitra
Chmeľová dolina	Chmeľová dolina	949 01	Nitra 1	Nitra 1		Nitra
Chotárna	Chotárna	949 01	Nitra 1	Nitra 1		Nitra
Chrenovská	Chrenovská	949 01	Nitra 1	Nitra 1		Nitra
Inovecká	Inovecká	949 01	Nitra 1	Nitra 1		Nitra
Ivana Braunera	Ivana Braunera	949 11	Nitra 11	Nitra 11		Nitra
J. C. Hronského	J. C. Hronského	949 07	Nitra 7	Nitra 7		Nitra
J. Vuruma	J. Vuruma	949 01	Nitra 1	Nitra 1		Nitra
Jabloňová	Jabloňová	949 05	Nitra 5	Nitra 5		Nitra
Jahodová	Jahodová	949 01	Nitra 1	Nitra 1		Nitra
Jakuba Haška	Jakuba Haška	949 01	Nitra 1	Nitra 1		Nitra
Jána Galbavého	Jána Galbavého	949 01	Nitra 1	Nitra 1		Nitra
Jána Mila	Jána Mila	949 07	Nitra 7	Nitra 7		Nitra
Jána Mrvu	Jána Mrvu	949 01	Nitra 1	Nitra 1		Nitra
Jána Zelenáka	Jána Zelenáka	949 01	Nitra 1	Nitra 1		Nitra
Janka Kráľa	Janka Kráľa	949 01	Nitra 1	Nitra 1		Nitra
Janka Silana	Janka Silana	949 07	Nitra 7	Nitra 7		Nitra
Jánošíkova	Jánošíkova	949 01	Nitra 1	Nitra 1		Nitra
Jánskeho	Jánskeho	949 01	Nitra 1	Nitra 1		Nitra
Jarabinova	Jarabinova	949 11	Nitra 11	Nitra 11		Nitra
Jarmočná	Jarmočná	949 01	Nitra 1	Nitra 1		Nitra
Jarocká	Jarocká	949 01	Nitra 1	Nitra 1		Nitra
Jaseňová	Jaseňová	949 01	Nitra 1	Nitra 1		Nitra
Jaskyňová	Jaskyňová	949 01	Nitra 1	Nitra 1		Nitra
Jasná	Jasná	949 01	Nitra 1	Nitra 1		Nitra
Jastrabia	Jastrabia	949 01	Nitra 1	Nitra 1		Nitra
Javorová	Javorová	949 01	Nitra 1	Nitra 1		Nitra
Jazerná	Jazerná	949 01	Nitra 1	Nitra 1		Nitra
Jedlíkova	Jedlíkova	949 11	Nitra 11	Nitra 11		Nitra
