kraj	okres	obec	ulica	cislo	psc	posta	predvolba	telefon	fax	web	email	starosta	primator	prednosta	ico	pocetobyvatelov	rozloha	ppz	mobil	urad
Banskobystrický	Banská Bystrica	Motyčky	Motyčky	14	976 02	Staré Hory	048	419 92 88		"www.motycky.sk;www.motycky.wgz.cz"	"motycky.starosta@orangemail.sk;motyckyobec@orangemail.sk"	Maroš Lacko			00313629	114	1308	1743	0908 933 878	Obecný úrad
Košický	Trebišov	Malé Ozorovce	Hlavná	108	078 01	Sečovce	056	678 93 05		www.maleozorovce.sk	"mozorovce@slovanet.sk;starosta@maleozorovce.sk;podatelna@maleozorovce.sk  "	Mgr. Milan Dolák			00331708	520	1708	1332	0915 865 653  	Obecný úrad
Nitriansky	Topoľčany	Malé Ripňany	Malé Ripňany	87	956 07	Veľké Ripňany	038	538 72 79	538 72 86	www.maleripnany.ocu.sk	mripnany@gmail.com	Mgr. Pavol Gubáň			00310743	553	700	1390	0905 608 720	Obecný úrad
Prešovský	Vranov nad Topľou	Hanušovce nad Topľou	Mierová	333/3	094 31	Hanušovce nad Topľou	057	488 38 90	445 22 58	www.hanusovcenadtoplou.sk	"msu.hanusovce@slovanet.sk;msu.hanusovce@stonline.sk;primator@hanusovce.sk"		Štefan Straka		00332399	3783	1437	1332	0902 970 860,0902 970 861	Mestský úrad
Trenčiansky	Prievidza	Prievidza	Nám. slobody	14	971 01	Prievidza	046	542 23 80, 517 91 10,11,542 69 41	542 34 74,517 91 55  	www.prievidza.sk	"msu.sekprim@prievidza.sk;primator@prievidza.sk;prednosta@prievidza.sk"		JUDr. Katarína Macháčková	MVDr. Norbert Turanovič 	00318442	48519	4306	1113		Mestský úrad
Banskobystrický	Banská Štiavnica	Banská Štiavnica	Radničné námestie	1	969 24	Banská Štiavnica 1	045	694 96 11,12,40	694 96 20,692 12 07	www.banskastiavnica.sk	"msu@banskastiavnica.sk;nadezda.babiakova@banskastiavnica.sk;ivana.ondrejmiskova@banskastiavnica.sk"		Mgr. Nadežda Babiaková	Ing. Ivana Ondrejmišková	00320501	10330	4674	1156	0905 525 941,0917 146 331	Mestský úrad
Banskobystrický	Krupina	Dudince	Okružná	212	962 71	Dudince	045	558 31 12	558 32 61	www.dudince-mesto.sk	msu@dudince-mesto.sk		Dušan Strieborný		00319902	1453	685	1284	0905 320 811	Mestský úrad
Trnavský	Hlohovec	Hlohovec	M. R. Štefánika	1	920 01	Hlohovec	033	736 81 11, 742 12 16	742 32 28	www.hlohovec.sk	"msu@hlohovec.sk;primator@hlohovec.sk"		Ing. Miroslav Kollár	Ing. Eva Lukáčová	00312509	22661	6412	1113		Mestský úrad
Prešovský	Humenné	Humenné	Kukorelliho	34	066 28	Humenné	057	786 32 18, 786 32 11,775 28 13-15	775 26 67	www.humenne.sk	"msu@humenne.sk;primatorka@humenne.sk;msusekprimatorky@humenne.skrimatorky@humenne.sk"		PhDr. Jana Vaľová 	Mgr. Ondrj Bartko	00323021	34620	2863	1322		Mestský úrad
Banskobystrický	Žiar nad Hronom	Kremnica	Štefánikovo námestie	1/1	967 01	Kremnica	045	678 27 14,92,93	674 25 05	www.kremnica.sk	"msu@kremnica.sk;zuzana.balazova@kremnica.sk;zuzana.lanckova@kremnica.sk"		Alexander Ferenčík		00320781	5542	4313	1328	0914 161 961,0911 191 709,0911 191 710	Mestský úrad
Nitriansky	Levice	Levice	Nám. hrdinov	1	934 32	Levice	036	635 02 82	630 69 01 	www.levice.sk	"msu@levice.sk;primator@levice.sk;sekretariat.prim@levice.sk;prednosta@levice.sk;sekretariat.predn@levice.sk"		Ing. Štefan Mišák	Ing. Rastislav Juhár	00307203	34649	6100	1156		Mestský úrad
Banskobystrický	Lučenec	Lučenec	Novohradská	1	984 01	Lučenec	047	430 72 20,21,22	432 60 45	www.lucenec.sk	"msu@lucenec.sk;podatelna@lucenec.sk;primatorka@lucenec.sk;prednosta@lucenec.sk"		PhDr. Alexandra Pivková	Ing. Igor Korniet	00316181	28413	4779	1262		Mestský úrad
Bratislavský	Malacky	Malacky	Radlinského	2751/1	901 01	Malacky	034	796 61 00,10,11	796 61 52	www.malacky.sk	"msu@malacky.sk;primator@malacky.sk;prednosta@malacky.sk"		JUDr. Ing. Juraj Říha, PhD.	Ing. Ľubica Čikošová	00304913	17066	2717	1231	0903 753 796,0903 753 795	Mestský úrad
Žilinský	Martin	Martin	Vajanského námestie	1	036 01	Martin	043	413 14 31,21	413 24 83	www.martin.sk	"msu@martin.sk;prednosta@martin.sk;primator@martin.sk"		Mgr. art. Andrej Hrnčiar	JUDr. Katarína Katinová	00316792	57023	6773	1264	0905 573 452	Mestský úrad
Košický	Košice okolie	Moldava nad Bodvou	Školská	2	045 01	Moldava nad Bodvou	055	488 02 11,13	460 32 21	www.moldava.sk	"msu@moldava.sk;borovsky.slavomir@moldava.sk"		JUDr. Ing. Slavomír Borovský	PaedDr. Klára Vranaiová	00324451	10168	1976	1255		Mestský úrad
Banskobystrický	Žarnovica	Nová Baňa	Námestie Slobody	1	968 01	Nová Baňa	045	678 28 00	678 28 01	www.novabana.sk	"msu@novabana.sk;primator@novabana.sk;prednosta@novabana.sk "		Mgr. Ján Havran		00320897	7556	6125	1337	0905 436 381	Mestský úrad
Trenčiansky	Ilava	Nová Dubnica	Trenčianska 	45/41	018 51 	Nová Dubnica	042	443 35 26,443 35 24	443 19 19	www.novadubnica.sk	"msu@novadubnica.sk;primator@novadubnica.sk "		Ing. Peter Marušinec	Ing. Eva Lackovičová	00317586	11387	1126	1953	0910 841 801	Mestský úrad
Trenčiansky	Nové Mesto nad Váhom	Nové Mesto nad Váhom	Čsl. armády 	1	915 01	Nové Mesto nad Váhom 	032	740 22 19,20,24	740 21 11 	www.nove-mesto.sk	"msu@nove-mesto.sk;primator@nove-mesto.sk;prednosta@nove-mesto.sk"		Ing. Jozef Trstenský	Ing. Dušan Današ	00311863	20250	3258	1253		Mestský úrad
Trnavský	Piešťany	Piešťany	Námestie SNP	3	921 01	Piešťany	033	776 53 11,776 53 01,02	776 53 33	www.piestany.sk	"msu@piestany.sk;sekretariat@piestany.sk;primator@piestany.sk"		Miloš Tamajka, M.B.A.	Ing. Dáša Reháková	00612031	28267	4420	1113		Mestský úrad
Trenčiansky	Púchov	Púchov	Štefánikova	821/21	020 01	Púchov	042	465 80 11,08 64, 465 08 34	465 08 26	www.puchov.sk	"msu@puchov.sk;sekretariat@puchov.sk;prednostka@puchov.sk"		Mgr. Rastislav Henek	JUDr. Eva Kvocerová	00317748	18127	4150	1243		Mestský úrad
Žilinský	Žilina	Rajec	Nám. SNP	2//2	015 22	Rajec	041	542 20 30,507 65 19	542 22 24	www.rajec.sk	"msu@rajec.sk;primator@rajec.sk;podatelna@rajec.sk;prednosta@rajec.sk"		Ing. Ján Rybárik	Ing. Ján Jasenovec PhD. - poverený riadením mestského úradu	00321575	5864	3146	1193		Mestský úrad
Banskobystrický	Revúca	Revúca	Námestie Slobody	13/17	050 01	Revúca	058	285 15 40, 285 15 11	281 20 11	www.revuca.sk	msu@revuca.sk		MVDr. Eva Cireňová	Ing. Eva Kučeráková 	00328693	12815	3887	1357	0908 938 688	Mestský úrad
Prešovský	Sabinov	Sabinov	Námestie slobody	57	083 01	Sabinov	051	488 04 22	452 35 30	www.sabinov.sk	msu@sabinov.sk		Ing. Peter Molčan	Ing. Jozef Mačišák	00327735	12622	2339	1248		Mestský úrad
Banskobystrický	Zvolen	Sliač	Letecká	1	962 31	Sliač	045	544 22 53	544 25 06	www.sliac.sk	"msu@sliac.sk;primator@sliac.sk;prednosta@sliac.sk"		Ing. Daniel Dunčko	Ing. Jozef Žabka 	00320277	5095	3983	1250	0905 569 449,0905 922 266,0911 275 414	Mestský úrad
Trenčiansky	Nové Mesto nad Váhom	Stará Turá	Ulica SNP	1/2	916 01	Stará Turá	032	746 16 11,10,13 	776 42 76	www.staratura.sk	"msu@staratura.sk;primator@staratura.sk;prednosta@staratura.sk"		Ing. Anna Halinárová	Ing. Ján Volár	00312002	9296	5094	1392	0905 326 365,0917 301 467	Mestský úrad
Nitriansky	Nové Zámky	Šurany	Námestie Hrdinov	1	942 01	Šurany	035	650 01 05	650 01 08	www.surany.sk	"msu@surany.sk;primator@surany.sk"		Marek Oremus	Ing. Eva Augustínová	00309311	10155	5981	1138		Mestský úrad
Bratislavský	Pezinok	Svätý Jur	Prostredná	29	900 21	Svätý Jur	02	4920 23 01-04,4497 13 20,21,4497 04 35 	49 20 23 88	www.svatyjur.sk	"msu@svatyjur.sk;primator@svatyjur.sk;prednosta@svatyjur.sk"		Ing. Šimon Gabura	Ing. Mariana Fiamová	00304832	5229	3987	1209	0905 718 095	Mestský úrad
Prešovský	Poprad	Svit	Hviezdoslavova 	269/33	059 21 	Svit	052	787 51 11, 7756 140	775 61 40	www.svit.sk	"msu@svit.sk;primator@svit"		Miroslav Škvarek	Ing. Stanislav Kopčák	00326607	7571	450	1946	0907 916 145	Mestský úrad
Trenčiansky	Trenčín	Trenčín	Mierové Námestie	2	911 64	Trenčín	032	650 43 11,42 30,42 40	743 28 36	www.trencin.sk	"msu@trencin.sk;trencin@trencin.sk;primator@trencin.sk;prednosta@trencin.sk"		Mgr. Richard Rybníček	Ing. Jaroslav Pagáč	00312037	55883	8199	1111	0902 911 846	Mestský úrad
Žilinský	Tvrdošín	Trstená	Bernolákova	96/8	028 01	Trstená	043	531 01 00,01,02	531 01 25	www.trstena.sk	"msu@trstena.sk;primator@trstena.sk;sekretariat@trstena.sk"		Juraj Bernaťák	ThLic. Tomáš Kubica	00314897	7499	8254	1371		Mestský úrad
Žilinský	Čadca	Turzovka	Jašíkova	178	023 54	Turzovka 	041	420 93 11,13,14,30-31	420 93 16,28	"www.turzovka.sk;www.mestoturzovka.sk"	"msu@turzovka.sk;primator@turzovka.sk;prednosta@turzovka.sk"		JUDr. Ľubomír Golis	Ing. Marián Masnica   	00314331	7500	3 491	1592	0905 444 372	Mestský úrad
Nitriansky	Nitra	Vráble	Hlavná	1221	952 01	Vráble	037	777 70 10,11,12,13,18,20-28	783 23 04	www.vrable.sk	"msu@vrable.sk;primator@vrable.sk;prednosta@vrable.sk;sekretariat@vrable.sk"		Ing. Tibor Tóth	Ing. Soňa Červená	00308641	8983	3831	1265		Mestský úrad
Prešovský	Poprad	Vysoké Tatry		1	062 01	Starý Smokovec	052	478 04 11	478 04 62	www.vysoketatry.sk	"msu@vysoketatry.sk;primator@vysoketatry.sk;prednosta@vysoketatry.sk"		Ing. Ján Mokoš	Ing. Eugen Knotek CSc.	00326585	4416	37988	1793	0905 654 466,0915 777 264	Mestský úrad
Banskobystrický	Žiar nad Hronom	Žiar nad Hronom	Štefana Moyzesa	46	965 19	Žiar nad Hronom	045	678 71 20,53	678 71 55	www.ziar.sk	"msu@ziar.sk;viceprimator@ziar.sk;primator@ziar.sk;prednosta@ziar.sk"		Mgr. Peter Antal	Ing. Juraj Miškovič	00321125	19862	3906	1075	0908 927 971	Mestský úrad
Prešovský	Svidník	Giraltovce	Dukelská	75	087 01	Giraltovce	054	732 24 47,732 21 02	732 23 01	www.giraltovce.sk	"msugiraltovce@stonline.sk;primator@giraltovce.sk;prednosta@giraltovce.sk"		Mgr. Ján Rubis	Ing. Ján Čabala	00321982	4179	1104	1427	0905 246 078	Mestský úrad
Košický	Michalovce	Michalovce	Námestie Osloboditeľov	30	071 01	Michalovce	056	686 42 10, 41 03, 111	644 35 20	www.michalovce.sk	msumi@msumi.sk		Viliam Záhorčák	Ing. Zdenko Vasiľ	00325490	39322	5281	1244	0905 289 210,0905 260 981	Mestský úrad
Nitriansky	Nitra	Nitra	Štefánikova trieda	60	950 06	Nitra	037	650 21 11,12	650 23 31	www.nitra.sk	"volby@nitra.sk"		Doc. Ing. Jozef Dvonč, CSc.	JUDr. Igor Kršiak	00308307	78875	10800	830	0911 990 256,0911 818 515	Mestský úrad
Trnavský	Dunajská Streda	Veľký Meder	Komárňanská	207/9	932 01	Veľký Meder	031	555 22 01,31 80	555 24 25	www.velkymeder.sk	"msu-sekretariat@velkymeder.sk;primator@velkymeder.sk;msu-prednosta@velkymeder.sk"		JUDr. Samuel Lojkovič	Ing. Koloman Pongrácz	00305332	8869	5554	1268		Mestský úrad
Košický	Spišská Nová Ves	Spišské Vlachy	SNP	34	053 61	Spišské Vlachy	053	417 42 10,12	417 42 18	www.spisskevlachy.sk	"msuspv@spisskevlachy.sk;primator@spisskevlachy.sk"		Ľubomír Fifik	Ing. JUDr. Stanislav Kandrik	00329657	3647	4221	1243	0907 927 783	Mestský úrad
Banskobystrický	Revúca	Tornaľa	Mierová	14	982 01	Tornaľa	047	551 11 00	551 11 16	www.mestotornala.sk	"msutornala@stonline.sk;primator.tornala@stonline.sk;primator@mestotornala.sk"		Mgr. Anna Szögedi	Lajos Balajti 	00319091	7474	5777	1245	0905 690 142	Mestský úrad
Žilinský	Žilina	Žilina	Nám. obetí komunizmu	1	011 31	Žilina	041	706 01 11,03,04,05,706 0212	723 29 12	www.zilina.sk	"msuza@zilina.sk;sekretariatmsu@zilina.sk;primator@zilina.sk;prednosta@zilina.sk "		Ing. Igor Choma	Ing. Igor Liška	00321796	81382	8003	1208	0917 924 877	Mestský úrad
Košický	Košice	Košice - Džungla - Mestská časť	Člnkova 	27	040 01 	Košice 1	055	632 24 75	633 34 76	www.cassovia.sk	mu.dzungla@post.sk 	Adriana Balogová			00691097	591	47		0911 221 151	Miestny úrad
Trnavský	Galanta	Sereď	Námestie Republiky 	1176/10	926 01	Sereď	031	789 23 92,93,94,789 24 70	789 24 47	www.sered.sk	"mu@sered.sk;primator@sered.sk;prednosta@sered.sk"		Ing. Martin Tomčányi	Ing. Tibor Krajčovič	00306169	16214	3045	1313	0907 736 841,0905 601 174	Mestský úrad
Košický	Košice	Košice - Barca - Mestská časť	Abovská 	32	040 17 	Košice 	055	726 24 11  	726 24 38  	www.barca.sk	"mubarca@stonline.sk;starostabarca@stonline.sk  "	František Krištof			00691003	3367	1792	1215	"0907 941 945;0910 909 443;0905 705 195;0902 890 775  "	Miestny úrad
Bratislavský	Bratislava 4	Bratislava - Devínska Nová Ves - Mestská časť	Novoveská	17/A	843 10	Bratislava 49	02	6020 14 00,01 - 41	6020 14 20	www.devinskanovaves.sk	"mudnv@mudnv.sk;starosta@mudnv.sk "	Milan Jambor		Ing. Ignác Olexík, PhD.	00603392	15655	2422	1539	0917 787 673,0917 817 230	Miestny úrad
Trenčiansky	Prievidza	Nováky	Nám. SNP	349/10	972 71	Nováky	046	512 15 11,12,13,14,34	546 12 19	www.novaky.sk	"munovaky@novaky.sk;primator@novaky.sk;prednosta@novaky.sk"		RNDr. Daniel Daniš	Mgr. Milan Oršula	00318361	4262	1929	1113		Mestský úrad
Prešovský	Stará Ľubovňa	Podolínec	Nám. Mariánske	3	065 03	Podolínec	052	"439 12 05; 439 12 06"	439 12 07	www.podolinec.eu	"mupodolinec@podolinec.eu;primator@podolinec.eu;prednosta@podolinec.eu "		Daniel Marhevka	Bc. Michal Marhefka	00330132	3300	3318	1244	"0905 471 104;0914 333 385"	Mestský úrad
Košický	Košice 3	Košice - Dargovských Hrdinov - Mestská časť	Dvorkinova	7	040 12	Košice	055	300 90 01,02,04,05-26  	300 90 28	www.kosice-dh.sk	"m-urad@kosice-dh.sk;andrejcak@kosice-dh.sk;dudikova@kosice-dh.sk "	Mgr. Jozef Andrejčák		JUDr. Katarína Dudíková	00690988	27424	733	1975		Miestny úrad
Banskobystrický	Revúca	Muránska Zdychava	Muránska Zdychava	83	050 01	Revúca	058	442 14 85	442 14 85	www.muranskazdychava.sk	"muranska.zdychava@post.sk;poliakjan@post.sk;info@muranskazdychava.sk;starosta@muranskazdychava.sk"	Ján Poliak			00328570	257	2858	1551	0911 081 656	Obecný úrad
Banskobystrický	Revúca	Muránska Huta	Muránska Huta	2	049 02	Muráň 	058	449 41 24	449 41 24	www.muranskahuta.sk  	"muranskahuta@stonline.sk;sevcik@ferdonet.sk  "	Ing. Robert Ševčík			00328553	201	846	1691	0904 529 358 	Obecný úrad
Bratislavský	Senec	Senec	Mierové námestie	8	903 01	Senec	02	202 05 101,102,104	202 05 142	www.senec.sk	musenec@senec.sk		Ing. Karol Kvál	Ing. Jarmila Répássyová	00305065	17289	3871	1252		Mestský úrad
Košický	Košice 1	Košice - sídlisko Ťahanovce - Mestská časť	Americká trieda	15	040 13	Košice	055	"636 04 30;636 25 82"	636 25 85	www.tahanovce.net	"mutah@tahanovce.sk;starosta@tahanovce.sk;petrvalsky@tahanovce.sk;emil.petrvalsky@tahanovce.sk"	JUDr. Cyril Betuš		JUDr. Nadežda Černá	00691071	23349	872	1985	0917 707 112	Miestny úrad
Košický	Košice	Košice - Myslava - Mestská časť	Pod horu	22	040 16	Košice	055	685 31 12	789 79 71	"www.myslava.eu;www.kosice.sk"	myslava@internetkosice.sk	Iveta Šimková			00690961	2037	697	1382	0905 338 660	Miestny úrad
Nitriansky	Levice	Mýtne Ludany	Kalvinské námestie	6/1	935 56	Mýtne Ludany 	036	639 01 13	639 00 73	"www.mytneludany.ocu.sk;www.mytneludany.sk"	"mytneludany@gmail.com;mytneludany@wmx.sk"	Štefan Mojzeš			00307297	994	1765	1388	0908 787 819	Obecný úrad
Žilinský	Martin	Necpaly	Necpaly	168	038 12	Necpaly	043	429 61 00		www.necpaly.sk	"necpaly@gaya.sk;necpaly@inmail.sk"	Ing. Peter Majko			00316814	861	4217	1266		Obecný úrad
Nitriansky	Topoľčany	Nemčice	Hlohovská cesta	376	955 01	Topoľčany	038	531 21 27	531 21 27	www.nemcice.sk	"nemcice@nemcice.sk;starosta@nemcice.sk"	Jozef Mokoš			34075429	982	750	1156	0905 984 277	Obecný úrad
Prešovský	Bardejov	Nemcovce		27	086 12	Kurima	054	739 12 22	739 12 22	www.nemcovce.sk	"nemcovce@post.sk;nemcovce@nemcovce.sk;starosta@nemcovce.sk"	Bc. Ján Paľa			00322415	257	546	1427	0904 970 572	Obecný úrad
Nitriansky	Zlaté Moravce	Nevidzany	Nevidzany	106	951 62	Nevidzany	037	634 32 21	634 32 21	www.nevidzany.ocu.sk	nevidzany@slovanet.sk	Kristína Bónová			00308293	595	1026	1229	0905 475 930	Obecný úrad
Žilinský	Žilina	Nezbudská Lúčka	Nezbudská Lúčka	130	013 24		041	569 73 26	569 73 26		nezbudskalucka130@gmail.com	Adriana Vraňanová Kubičková			00648256	415	821	1439		Obecný úrad
Žilinský	Liptovský Mikuláš	Nižná Boca	Nižná Boca	3	032 34	Malužiná	044	529 12 40	529 12 40	www.boca.sk	niznaboca@boca.sk	Silvia Skusilová			00315648	156	2517	1350	0910 957 372	Obecný úrad
Prešovský	Humenné	Nižná Jablonka		36	067 34	Nižná Jablonka	057	788 03 96			niznajablonka@mail.t-com.sk	Miroslav Rosoľanka			00323292	187	1189	1436	0911 901 485 	Obecný úrad
Prešovský	Svidník	Nižná Písaná	Nižná Písaná	29	090 01 	Kapišová	054	759 42 38  		niznapisana.webnode.sk	niznapisana.obec@gmail.com	Ing. Milan Grega			00330817	85	738	1600	0902 713 339	Obecný úrad
Prešovský	Humenné	Nižná Sitnica		105	094 07	Nižná Sitnica	057	447 81 29,488 71 60 	488 71 56	www.niznasitnica.com	"niznasitnica@gmail.com;starosta@niznasitnica.com"	Ing. Stanislav Rakár			00332585	333	917	1408		Obecný úrad
Košický	Sobrance	Nižné Nemecké		100	072 52	Jenkovce	056	659 85 13		www.niznenemecke.sk	nizne.nemecke@centrum.sk	Milan Husár			00325538	328	724	1353	0918 521 866	Obecný úrad
Prešovský	Stará Ľubovňa	Nižné Ružbachy		135	065 02	Vyšné Ružbachy	052	439 14 06	439 14 06	"www.nizneruzbachy.szm.sk;www.nizneruzbachy.sk"	nizneruzbachy@slnet.sk	Mgr. Jozef Abrahamovský			00330078	616	979	1287	0905 506 663	Obecný úrad
Košický	Košice okolie	Nižný Čaj		42	044 16	Bohdanovce	055	694 11 86, 729 57 06	694 11 86	www.niznycaj.ocu.sk	niznycaj@netkosice.sk	Monika Obšitošová			00690325	279	295	1335	0918 407 248	Obecný úrad
Prešovský	Vranov nad Topľou	Nižný Kručov		48	093 01	Vranov nad Topľou	057	442 20 02	442 20 02	www.niznykrucov.sk	niznykrucov@gmail.com	Mgr.Vladimíra Hermanovská			00332615	421	370	1327	0918 461 966	Obecný úrad
Prešovský	Sabinov	Nižný Slavkov		102	082 75	Nižný Slavkov	051	459 12 24	459 12 24	www.niznyslavkov.sk	"niznyslavkov@niznyslavkov.sk;starosta@niznyslavkov.sk"	Ing. Jozef Kamenický			00327514	816	2314	1289	0907 971 019	Obecný úrad
Banskobystrický	Rimavská Sobota	Nová Bašta	Nová Bašta	54	980 34	Nová Bašta	047	569 11 11	569 11 11	www.novabasta.ocu.sk	nova.basta@stonline.sk	Csilla Sonkolyová			00318931	526	1318	1267		Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Nová Bošáca	Nová Bošáca	79	913 08	Nová Bošáca	032	778 01 56	778 01 56	www.novabosaca.sk	nova.bosaca@stonline.sk	Ján Žucha			00311839	1111	3344	1950	0902 405 053	Obecný úrad
Košický	Košice okolie	Nováčany		144	044 21	Semša	055	466 43 24	466 43 24	www.novacany.ou.sk	"novacanyocu@eposta.sk;novacanyocu@gmail.com"	Ján Štrbík			00324523	749	1735	1322	0905 791 939	Obecný úrad
Bratislavský	Senec	Nová Dedinka	Mierová	11	900 29	Nová Dedinka	02	4591 42 33,125,127,315	4591 42 33	www.novadedinka.sk	novadedinka@stonline.sk	Viola Takáčová			00304981	2045	1024	1252	0911 118 899	Obecný úrad
Prešovský	Vranov nad Topľou	Nová Kelča		72	094 04	Nová Kelča	057	447 90 15	488 54 20	www.novakelca.ocu.sk	novakelca@centrum.sk	Mária Telepunová			00332623	359	1184	1404		Obecný úrad
Košický	Trebišov	Nový Ruskov	Sv. Cyrila a Metoda	155/113	075 01	Nový Ruskov	056	672 65 01	672 50 38	www.novyruskov.sk	"novyruskov@mail.viapvt.sk;novyruskov.starosta@slovanet.sk"	Ing. Ján Borovský			00331791	628	1101	1214	0918 560 939,0907 972 052	Obecný úrad
Trnavský	Dunajská Streda	Nový Život	Eliášovce	55	930 38	Nový Život	031	569 24 73	569 25 52	www.novyzivot.sk	"novyzivot@novyzivot.sk;ou.novyzivot@stonline.sk "	JUDr. Tibor Fehér			00305626	2203	2248	1238		Obecný úrad
Prešovský	Vranov nad Topľou	Ondavské Matiašovce		201	094 01	Vranov nad Topľou	057	788 02 61-3		www.ondavskematiasovce.com	o.matiasovce@stonline.sk	Mária Mražiková			00332631	801	1029	1363		Obecný úrad
Banskobystrický	Rimavská Sobota	Abovce	Abovce	99	980 44	Lenartovce	047	559 41 81, 559 41 11  	559 41 81	www.abovce.ou.sk	obec.abovce@centrum.sk	Irena Hanobiková  			00592099	609	820	1339	0904 164 832	Obecný úrad
Prešovský	Humenné	Adidovce			067 32 	Vyšný Hrušov	057	779 63 33 		www.adidovce.ocu.sk	obec.adidovce@gmail.com	Milan Koromház  			00322792	220	2076	1568	0918 619 414	Obecný úrad
Banskobystrický	Banská Štiavnica	Baďan	Baďan	11	969 75	Baďan	045	672 66 24,25	672 66 26	www.badan.webnode.sk	obec.badan@gmail.com	Mgr. Ľubica Kuková			00320480	207	1510	1262	0918 892 842	Obecný úrad
Prešovský	Levoča	Baldovce		46	053 04	Spišské Podhradie	053	454 25 22  	454 23 07  		obec.baldovce@spisnet.sk 	Vladimír Chovanec			00328936	176	220	1272	0918 159 048	Obecný úrad
Prešovský	Bardejov	Bartošovce		148	086 42	Hertník	054	479 12 01,488 36 90,488 36 91	479 12 01	"www.bartosovce.ocu.sk;http://bartosovce.isomi.sk"	"obec.bartosovce@isomi.sk;obec.bartosovce@wi-net.sk"	Václav Hudák			00321851	703	1123	1427	0918 450 727	Obecný úrad
Košický	Michalovce	Beša	Beša	107	076 72	Vojany	056	639 52 16	639 52 58	www.besa.ocu.sk	obec.besa@zoznam.sk	Alexander Kalán			00331309	351	1954	1260	0905 523 122	Obecný úrad
Nitriansky	Nové Zámky	Bešeňov	Bešeňov	33	941 41	Bešeňov	035	648 71 21	648 71 21	www.besenov.ocu.sk	obec.besenov@stonline.sk	Ing. Gabriel Timoranský			00308790	1682	1710	1075		Obecný úrad
Košický	Rožňava	Betliar	Šafárikova	67	049 21	Betliar	058	798 31 14,71	788 31 70	"www.betliar.ocu.sk;www.betliar.eu"	obec.betliar@stonline.sk	Ľubomír Zatroch			00328103	929	2467	1330	0905 854 884	Obecný úrad
Žilinský	Žilina	Bitarová	Bitarová	94	010 04	Žilina 4	041	566 26 51	500 72 43	www.obecbitarova.sk	"obec.bitarova@gmail.com;podatelna@obecbitarova.sk"	Zdenko Klimík			00648957	701	365	1393	0911 722 527	Obecný úrad
